w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,Z,Y
1.0,1.994950432064416,1.0,-0.7491695985665083,1.0,1.0,0.49852105017519427,1.0,0.0,1.2892066625402459,0,-4.116249482910773
1.0,-0.7919622964999818,0.0,0.27936718998562204,1.0,0.0,0.0014432142724498734,0.0,1.0,-0.8921541483627912,1,-3.4881182984729415
0.0,-0.946806482728611,1.0,0.33666640856620206,1.0,0.0,-1.0566539306143283,0.0,1.0,-0.015155764789456891,1,-4.738707699647949
1.0,0.3490611414679721,1.0,0.5792744174506262,1.0,1.0,-0.6949926213415081,0.0,1.0,0.05643514600237734,1,-4.81998703386027
1.0,-0.4090574180680315,0.0,-0.41844565043991006,1.0,0.0,0.05620842015439025,0.0,0.0,-0.181510194101048,1,-3.6398400743319694
0.0,0.6145557188565453,1.0,-2.345656508485865,0.0,1.0,0.4762860875590122,1.0,0.0,-1.245205696660866,0,-4.090321790208104
0.0,1.5174394644563638,1.0,-0.725150547709895,0.0,1.0,0.6959326495131054,0.0,0.0,-1.920010469818414,0,-5.3764066892088875
1.0,0.32630694500289426,1.0,1.3242997524802036,0.0,0.0,-0.7783620664718688,0.0,1.0,1.149190711635117,0,-4.3075418249148525
1.0,-1.1261883228503105,0.0,-0.27019340345877063,1.0,0.0,-0.8027031548886796,1.0,1.0,-1.513576333915983,0,-2.937690110926436
1.0,2.3815729491811948,1.0,-1.3768958656982675,0.0,1.0,1.1964051877978559,1.0,0.0,0.5410500034069428,0,-4.1675096046030164
0.0,-0.5215381283308415,1.0,0.4623287285803544,0.0,0.0,0.46785637336539293,0.0,1.0,-0.6132253647870403,0,-4.332965164386791
0.0,1.1709591279562699,0.0,0.3573986016375805,1.0,1.0,-1.4800164165956973,0.0,1.0,1.1633700384713317,0,-4.3866725550547825
1.0,1.270245528034452,0.0,0.8612466856805203,0.0,1.0,-0.6520341611999948,0.0,1.0,-0.8284502750613255,1,-4.678107068271217
0.0,-0.20367610680201537,1.0,0.22018398362453392,0.0,1.0,0.18581829054255844,0.0,1.0,-0.8482091873774869,0,-5.007163552869315
0.0,1.4998232551807802,1.0,-0.13340857039156817,0.0,1.0,0.568527597181143,0.0,1.0,0.14682632948863591,0,-4.734116255205281
0.0,1.0971832119771145,1.0,-0.4613840649647888,1.0,1.0,-0.46491600724655746,1.0,1.0,0.41858007398138997,0,-4.085728039116978
0.0,-0.9044363230971927,0.0,1.7988953481134917,1.0,0.0,0.22891008348603914,0.0,1.0,0.5842908425809648,0,-3.7635070878240624
0.0,-1.442690067584438,1.0,0.23115371028393153,1.0,0.0,1.4881786592342907,1.0,0.0,1.6803107971841325,1,-3.011483162853008
0.0,-0.8746582091279517,1.0,0.6646613645550412,0.0,0.0,0.7132903505162015,1.0,1.0,-1.285149164047725,1,-4.180695422692271
1.0,1.4891567164572808,0.0,0.7518222875154047,0.0,1.0,0.06183726168743047,0.0,1.0,-0.3326280865690354,1,-4.1390271070742575
0.0,0.658431467356158,0.0,-1.000134786505941,1.0,1.0,0.5378607815367125,0.0,0.0,-0.6447792041843766,0,-4.282225467104382
1.0,-2.843002013221622,1.0,-1.505215311263053,0.0,0.0,-0.4957801702758865,1.0,0.0,0.08383966846427034,1,-2.8661087544083093
