x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,Z,Y
0.20968084698621103,0.16385651871487464,0.16847356172667144,378.6687166625961,-1.1829301618060708,0.10861747787506223,-0.8475092557754127,-0.0963423786493615,1.0174460128935487,-1.204415081529159,0,205.0363089610974
0.09154167083298209,-0.989329683362534,0.14798172134730503,454.9758888670662,0.8613252468427235,-0.7242991656354275,0.7774885849714396,-0.1750544427150908,-0.699601601085514,0.11595840176371623,0,206.21256387439396
0.3765816146702361,1.4817717554050425,0.22386190252855495,535.2172660089238,0.15809673510588404,0.11185673670344275,0.43211584158018745,-0.05943319306421323,0.060118540579112825,-1.7852466900546884,0,186.95162419130705
0.7946319044694722,0.19728341701902408,0.20236999736823028,462.4128126230027,-0.45361649023612516,0.8828081346587291,0.28929086417545147,0.4960542358349025,-0.34911635937906704,0.3522667344456389,0,187.9213325036789
0.32513926615242933,0.2684492283573136,0.22054179301564883,436.11036701774555,0.48816979633989827,-1.6071521069019363,0.7760502351089519,-0.31420127341099646,-0.4393801967179342,0.4993257093188224,1,207.61994502117838
0.3362788581852935,-0.17756577285420214,0.2466990936776447,379.9566613755625,-0.5812600477981278,-0.4248014592289235,-0.1770802076511361,0.9446103570339416,-0.9095065034584547,-0.3736689753305127,0,220.0655315735664
4.864584530212388,-0.02716678435666996,0.18189878299093704,365.2879075611724,0.29928905886290275,0.35233783781488587,-0.9363430252238709,-0.12905533846658643,0.2156620733644421,-1.3808043725282433,0,178.75748379724453
0.2682346322569225,-0.3223609563724796,0.1687543518673473,376.65601720684595,-0.8161611048052123,-1.0464706932950656,0.9035284307272854,-0.1514287146755943,1.8265923131383315,0.8880530603912473,1,209.45358445572774
1.2417018551195695,-0.009618910091892547,0.21079080386316737,432.78583000157204,0.9416242849725955,1.4659444128572614,-0.9962881117508793,1.9168746907437195,-1.5673453494218175,-1.5968389151043798,1,242.25641094688058
0.10270093902328926,-1.1735119753296324,0.1975032431609804,340.38430798153075,0.16736207766869488,0.5972149617662467,-0.04722115615662025,0.9353285968907399,0.3937809389772467,0.6845661688463688,1,148.4694027500118
0.09950007068114924,0.3107919725937106,0.26846096491058596,368.01739996653856,-1.0720388883016694,-0.22035451652721397,1.1650876383975999,-0.45268367838238477,-0.9528592308872009,-1.3805761249780664,1,144.3291506484666
1.3395092972744307,-0.07225113619941498,0.1779196281013002,390.0179915392562,-1.6752718577045336,0.7986126565508327,-0.7591356735609124,-0.5955954909938312,-0.9414394336261204,0.837753662783667,0,195.0136379218824
0.5185402185241247,0.39106234011459196,0.21565764188659492,463.69301753499275,-1.1902014814977762,0.2053888985338818,1.7649857346833486,1.7161674357056957,0.5585406306382263,2.0514615494686548,0,190.51124538641312
0.0615359956352005,-0.12057318462920662,0.09148841945756654,353.12285139023606,-0.839664324308505,-0.07060609014163527,1.9277810239667854,-1.1317611941286552,-0.5065414913291826,-1.2824017599483304,1,161.8506717555348
1.0994103300479665,0.10061022487249534,0.19776772410774396,384.7779109332239,0.504088064346949,0.2569690334101357,0.593197862320491,-2.545065756452904,-0.19843646261787168,-0.5704501451821783,0,196.45556411376577
2.7780893820668124,0.01497909821846146,0.2277798463654682,372.5463016534579,0.03553453758366728,0.2989610190618832,0.12870591035504475,-2.5161412918387205,-1.5441051587782735,-0.11592262886771035,1,249.50294999571815
