w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,Z,Y
0.0,0.23222108599443336,1.0,-0.5865946092640587,1.0,1.0,2.9340528580457765,0.0,0.0,-1.7889648895979013,1,-5.526415642174704
0.0,-0.34797321672699516,1.0,-0.4829512000481693,1.0,1.0,-2.0718725193636205,0.0,0.0,-0.13651601948914108,0,-4.406236646039567
0.0,2.496813464455074,0.0,-0.23981200242277034,0.0,1.0,-0.7970634332524399,0.0,1.0,-0.17026421565874172,1,-5.349689594515757
1.0,1.1782725050176528,1.0,0.2910002723783438,0.0,1.0,-0.3875434693493511,1.0,0.0,-0.11920207543183428,1,-4.3596655658774095
1.0,0.3468382153830167,1.0,-0.10821051574527905,1.0,1.0,-0.1697310859280163,1.0,1.0,-1.678087810355553,1,-4.422731335428454
0.0,-1.5751289318565413,0.0,-1.6840235990021295,0.0,0.0,0.06971934132578923,0.0,0.0,0.651752255624151,0,-2.750677051786621
1.0,-1.6602486277828332,0.0,-1.2286366485334799,0.0,0.0,0.23488639295580424,0.0,0.0,0.3290702143011862,1,-2.692681797714581
0.0,1.289017976183549,0.0,0.5402710517612098,0.0,1.0,0.2256011416971521,0.0,1.0,0.5344455817334952,0,-4.435990139707097
0.0,-0.05772697448206276,1.0,-0.11338337112778026,1.0,0.0,0.012816168746898405,0.0,1.0,0.9993101590155664,0,-4.791699735966741
1.0,1.365586930327049,1.0,2.1511001807324703,0.0,1.0,-1.2119784830282199,1.0,1.0,0.7054551851271517,0,-5.014357511084727
0.0,-0.01267052164547971,1.0,-0.2843890623438958,1.0,0.0,-0.5352478624223618,1.0,0.0,-2.2920302676556705,0,-4.075381349132336
1.0,-0.49234854904254866,0.0,0.3827600624152619,1.0,1.0,-1.1992970342652112,0.0,1.0,-1.1009435314798037,0,-3.5276678386673623
1.0,0.977345442950677,1.0,1.0759030988700415,0.0,1.0,-0.43434329453778625,1.0,1.0,0.21257788111492412,0,-4.1999239712186585
0.0,0.2894187683788279,1.0,-0.08608066054254826,1.0,1.0,-0.8945853425770302,0.0,1.0,-0.24563709002847822,1,-4.760287609297803
1.0,0.6543435014828725,0.0,-0.5217773736652476,0.0,1.0,-2.0912894356723206,0.0,0.0,0.7333212783495472,0,-3.7096964705653437
0.0,-0.3509832596149072,1.0,1.1787789312313952,0.0,0.0,1.479953750621856,1.0,1.0,-0.38330630748234185,1,-4.3275897313468255
1.0,0.6839677421865383,0.0,1.9422297024394308,1.0,1.0,0.20124946757271994,0.0,1.0,-0.1769508249096182,0,-4.1826517314069545
0.0,-0.4747793602945775,0.0,0.731545192144123,0.0,0.0,-0.0731384574554006,0.0,1.0,0.36599858757289416,1,-4.244477956457031
0.0,1.748714716023055,0.0,-1.6003737092174164,0.0,1.0,-1.1117685667176445,0.0,0.0,-2.0136228636343807,1,-4.919553407833534
0.0,-0.4857431366137205,1.0,0.6554261814656465,1.0,0.0,0.5531386837121268,1.0,1.0,0.5387336193737277,0,-4.210116390720517
1.0,1.121615659246109,1.0,0.24379483138718877,0.0,1.0,0.22550132204276546,0.0,1.0,-1.7753918673903704,1,-5.7154679571725
1.0,-1.034249829409261,0.0,-0.5877024405375983,1.0,0.0,-0.6207043803216385,0.0,0.0,-0.08291342461137452,0,-3.3820303837477677
1.0,-0.6162571309020403,1.0,-1.9083590949044775,0.0,0.0,-0.7231974941433646,1.0,0.0,-0.15391892313266478,1,-3.4846140424314354
1.0,-0.9618685257808566,1.0,-0.3258573213786035,1.0,0.0,1.3806143984585868,0.0,0.0,1.2550211721779303,1,-4.1700866393353255
1.0,-0.5673902054611417,0.0,0.20997473147988727,1.0,0.0,-0.6456104861890315,0.0,1.0,-1.622597701077357,0,-4.4831258636493585
1.0,0.20425415470906289,1.0,2.2737275164742536,1.0,0.0,1.0140087312782873,0.0,1.0,1.5488361385140939,0,-4.72680018934064
