w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,Z,Y
0.0,-1.6597295712402556,0.0,-0.33811088237072046,0.0,0.0,1.9164350619256765,1.0,0.0,2.0418885097459936,1,-2.322803452551772
0.0,-0.228643163528076,0.0,0.27483190871197205,0.0,0.0,0.5996657321652462,1.0,0.0,0.47196263383678255,1,-3.6162600167831536
1.0,0.5319332003694096,1.0,0.5652726465869528,1.0,1.0,-0.5133838557552625,0.0,1.0,-0.9428033283637811,0,-4.622082564026774
1.0,0.5236281615422025,0.0,0.31662495084885794,0.0,1.0,1.0085319335379888,0.0,1.0,-0.48054269168486924,1,-4.528054231576892
0.0,1.1713628736145192,0.0,0.3529026420340238,1.0,1.0,0.2453385272272262,0.0,1.0,0.16299001825856577,1,-4.579872387906559
1.0,-0.4700931620424736,0.0,0.688376920448802,0.0,0.0,-0.5913560505967818,0.0,1.0,0.014730483567070565,0,-3.468472861106075
0.0,-0.9070142113002603,0.0,-0.1281927422041511,0.0,0.0,-0.3424114355546678,0.0,0.0,1.4477289561509448,0,-3.303790315312989
0.0,-0.2180408149476392,0.0,-1.1421547269724612,0.0,0.0,-0.10695210869829044,1.0,0.0,0.15578207023444152,0,-2.5493518583811103
0.0,-0.7777879700450017,0.0,-0.020461856435603613,1.0,0.0,-0.7706943895697003,0.0,1.0,-1.3170391042536471,0,-4.009756888544699
0.0,-0.21685424831704353,0.0,-0.653810390259299,0.0,1.0,-1.761354813751069,0.0,0.0,-1.5430406362979388,1,-4.336835216025824
1.0,0.6911988936012058,1.0,-0.0396471470813494,1.0,1.0,-0.4599345005526302,1.0,0.0,0.21643989914251283,0,-3.8305075580166945
0.0,-0.7500911448623556,1.0,-1.1857398474907594,1.0,0.0,-0.22601571266820755,1.0,1.0,-1.3578281111240065,0,-3.8269410006255447
1.0,-0.14880185683391836,0.0,0.20935089434224546,1.0,0.0,0.7548690421251624,1.0,1.0,-0.3987078850317912,1,-3.3916971015831634
0.0,0.11087159614892564,1.0,-0.010782525230702127,0.0,1.0,0.06787963094521961,0.0,1.0,0.851054882740091,0,-4.622342938977734
1.0,0.7952039554371716,1.0,-0.5609983540637585,1.0,1.0,1.5371836967660408,1.0,0.0,0.9853987927689287,1,-3.812429326161531
1.0,0.21141678562752897,0.0,0.21622049168545251,1.0,1.0,-0.06022482206202758,1.0,1.0,0.3282829170704568,0,-2.6673438525086413
1.0,0.8678021935249077,0.0,0.05191160136216036,0.0,1.0,1.47871366511807,0.0,1.0,-1.6348834414974098,1,-4.938648281742101
1.0,1.4796213933981717,0.0,1.765781829266791,1.0,1.0,-2.9024969260110973,1.0,1.0,-0.7274912475442583,0,-4.239986316031841
0.0,0.24981468513909974,0.0,0.009109351543675178,0.0,0.0,1.3140722085841483,0.0,1.0,1.486024422026233,1,-3.6135532105776043
1.0,-0.8542813054912833,1.0,0.7223745300163484,0.0,0.0,0.13937285152210582,1.0,1.0,0.5488917465866326,0,-3.6396761292303776
1.0,0.2890127733390494,0.0,-0.2817753261436154,1.0,0.0,1.2632909135272707,1.0,0.0,-0.26819411595340487,1,-3.7280969958762076
1.0,-0.7181574777670615,1.0,-0.5295039803082334,1.0,1.0,-1.0593845778759663,1.0,0.0,-2.0125586225052645,1,-3.857552224754941
0.0,-0.1637296653221326,0.0,0.12262530079502025,0.0,0.0,0.669735309544448,0.0,1.0,-0.22479216366326576,1,-4.6352105130609385
0.0,0.3967608312968032,0.0,0.9359939594796163,1.0,1.0,0.47184740943782033,0.0,1.0,-0.40045248310110565,0,-4.985651718256927
0.0,-1.6601880023026196,1.0,-2.320156127340883,1.0,0.0,-0.7845109039999212,1.0,0.0,-0.40263064462544235,1,-3.06180410911306
0.0,0.2529330694980356,0.0,-0.64526136090529,0.0,1.0,1.1912890009355548,0.0,1.0,0.8179653744332535,1,-4.220073362296092
0.0,-0.7817268619005968,1.0,1.3827362818648143,0.0,0.0,0.712674612129543,1.0,1.0,0.11159849825823244,1,-4.225302649205014
1.0,0.4035240675257257,1.0,0.4038973148798601,1.0,0.0,0.9749433355659486,1.0,1.0,-0.009405882582859978,1,-4.419077374591437
1.0,-0.4482285941059622,0.0,-0.1988222400650693,0.0,0.0,0.6650540553852631,0.0,0.0,1.026951619478154,1,-3.413585885288464
0.0,0.1592504110607936,0.0,-0.07612234034831121,0.0,0.0,1.1822790424949254,1.0,1.0,-1.7064184198407562,1,-3.9928031418296266
0.0,0.0859095712205257,0.0,0.3815828048185914,0.0,0.0,0.46665026829327705,0.0,1.0,0.9759157069973091,0,-3.950555135211812
0.0,1.803733290669068,1.0,-1.1690741960604865,0.0,1.0,0.5125188241498022,1.0,0.0,-0.3292608635091901,0,-4.362712811998765
1.0,0.5002219213350692,1.0,-0.6626919374645321,0.0,1.0,-1.4166679843570182,1.0,0.0,0.474393310951123,0,-3.5602330557710826
1.0,0.05276285321380034,0.0,0.8247435926674176,1.0,1.0,1.2609927075019416,1.0,1.0,-0.26012044792955147,1,-3.4385643171922977
1.0,-0.20793947485617653,0.0,0.10773100665319314,1.0,1.0,0.12034793482921806,0.0,0.0,0.2326712550369209,0,-2.8998800460032115
0.0,0.32314769923632747,0.0,0.8244489365322082,1.0,1.0,1.1208180842178044,1.0,1.0,0.28283649445591724,0,-3.463576517944224
1.0,-1.1161019201567688,0.0,1.2302759795327036,0.0,0.0,0.6034810808841748,0.0,1.0,0.0011972566324981613,0,-3.7962389602947937
0.0,-0.965360108742298,1.0,-1.1584697778805972,1.0,0.0,0.7694368038088762,1.0,0.0,-1.2530103293378936,1,-3.8509158784780326
1.0,1.8958364786995228,1.0,0.6041810741821684,0.0,1.0,-0.4437231569497128,1.0,1.0,-0.45726744994036167,0,-4.317484550230826
1.0,0.1370520029263285,1.0,0.23043958831077616,0.0,1.0,1.1050979671702092,0.0,1.0,1.4004168953456144,1,-4.732986959016051
0.0,-1.0688883058234626,1.0,1.5917968732142653,0.0,0.0,0.3359125169394381,1.0,1.0,-0.9119834319324105,0,-4.4436646506135276
1.0,-0.05043418072447771,0.0,-1.0080417434010036,1.0,0.0,1.094289300187819,1.0,0.0,0.5234907516792731,1,-3.3248139839757425
0.0,2.0668857644589087,1.0,-0.5059442654424714,1.0,1.0,1.764450511454452,1.0,0.0,0.029327869307918537,1,-5.360734796875383
1.0,-0.33448472537042795,1.0,-1.204408727352709,0.0,0.0,0.008486880734176014,0.0,0.0,-0.788388429033859,1,-4.721657005734157
0.0,-0.8740654221962402,0.0,0.7335302748521443,1.0,0.0,-1.227445676459654,1.0,1.0,-0.5697295321612484,0,-3.465935426250244
1.0,-0.492239118117977,0.0,-1.749061604925402,1.0,0.0,-0.05255302873562702,1.0,0.0,-0.1345572429415501,1,-3.0571800683947137
1.0,-0.8944251916917714,1.0,0.2793837627576117,1.0,0.0,-1.2338406649523017,0.0,0.0,0.3227265471225687,1,-4.471267804137271
1.0,-0.24108337453125667,1.0,-0.36290304872489587,0.0,0.0,0.019952546561431122,0.0,0.0,-0.3206909745781162,1,-4.158662580847792
1.0,1.5691022992301096,0.0,0.16281181734435965,1.0,1.0,0.5112606225078272,0.0,1.0,-0.46291381189688924,0,-4.481679427951938
1.0,1.7989678671391396,1.0,-1.4022220683416866,0.0,1.0,-0.8775105337500938,0.0,0.0,0.80852269581184,0,-4.34011752655304
1.0,1.3900814536492077,0.0,0.5299035864871365,1.0,1.0,-2.6502959544373867,1.0,0.0,1.3878086022394465,1,-3.3412262945203426
1.0,-0.4194713996588026,0.0,1.4011099892879808,1.0,1.0,-1.3982294246656595,0.0,1.0,1.9132546649628335,0,-3.21849853010206
1.0,-0.3184917059518325,0.0,-0.6269540474499254,1.0,1.0,-0.43349315019858103,0.0,0.0,-1.30463577893866,1,-3.9200032681471253
1.0,-2.029622785201754,1.0,0.18376560137627848,0.0,0.0,-0.48595940381796876,0.0,0.0,-0.6260702029672127,1,-4.281836246970261
0.0,2.026328084885845,1.0,1.463223337750257,0.0,1.0,2.391095911763219,0.0,1.0,-0.17992312174499017,1,-6.034886456775331
1.0,0.8599069807766182,0.0,-0.2808326047143775,0.0,1.0,-0.44637986351234626,1.0,0.0,-0.06469411274446167,0,-3.3816870245453687
0.0,-1.7408711437443187,1.0,-0.001508468650804055,0.0,0.0,0.7340506584210973,1.0,0.0,-0.8088111776401593,1,-4.035834251058939
0.0,1.123277501805589,0.0,-0.1382783997615413,1.0,1.0,0.28563287954712047,1.0,0.0,0.20296378692040637,0,-3.0424872376623453
0.0,-0.07734405035907853,0.0,-0.5955058929238816,1.0,0.0,-0.47577509567115606,0.0,0.0,-0.5035115048183623,1,-4.429149710405889
0.0,0.013597605634304384,1.0,-0.3763047517708546,1.0,0.0,-0.9563006695875848,1.0,0.0,0.3801086386326942,0,-3.8631302567984163
0.0,0.39745630708287666,1.0,-0.15264883904661591,0.0,1.0,-0.2612635929880977,1.0,0.0,-0.6839851991904135,1,-4.833254886292454
0.0,1.2535073600122997,1.0,0.4425559165765913,0.0,1.0,0.23803782880032878,1.0,0.0,1.3755792639711077,0,-4.417530466769939
1.0,0.25438547267132566,0.0,0.8400821268012835,0.0,1.0,-1.9475717900461247,1.0,1.0,-1.069788379538944,1,-4.298938472279075
1.0,0.18666725542626877,0.0,0.2733324629454452,1.0,1.0,-0.7005230251933962,1.0,1.0,-0.4583199672103171,0,-3.3490177098614837
0.0,1.3046824507275119,0.0,0.7301745656955101,0.0,1.0,0.8461310285700084,1.0,1.0,0.9392740480940555,0,-3.1290448152510635
0.0,0.6998549402918175,0.0,0.07990963162988388,1.0,1.0,-0.12059074440985705,1.0,1.0,0.660706254074511,0,-3.006698048610382
0.0,-0.47337272210845777,0.0,1.3859672792583173,1.0,0.0,0.1983403076853327,1.0,1.0,-0.7091397476997127,0,-3.384621484256676
1.0,1.9333196385446003,0.0,0.10799176356996457,1.0,1.0,0.07296180548634146,1.0,0.0,-0.6353049133776122,0,-4.234591076900075
1.0,-1.0514159857322858,0.0,-1.3659721737549353,1.0,0.0,0.8738522572267388,0.0,0.0,0.24489973339644155,1,-2.6532781333057773
1.0,1.3120071997409664,0.0,-1.3184183160561012,0.0,1.0,-0.16411576578949033,0.0,0.0,0.5534016400127643,1,-4.092112100602861
0.0,-1.783902201544922,0.0,-0.468426270014659,0.0,0.0,0.12236608053296165,1.0,0.0,-2.053969209721184,0,-2.9961260223923922
