w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,Z,Y
0.0,0.8404443421628325,1.0,-0.22389731436824653,1.0,1.0,-0.7806917430405423,1.0,0.0,0.2420977345275961,0,-3.6927135813211986
1.0,-1.0267954566736566,0.0,-0.13950713614497515,1.0,0.0,-0.5237441379247003,0.0,0.0,0.009237915346321061,1,-2.9205117249946797
0.0,-0.6396014938433238,0.0,0.05776492108378746,1.0,0.0,0.3611600528029675,0.0,1.0,-0.9722715353279986,1,-4.327914325947701
0.0,2.7014161973069766,1.0,-0.12882419974853807,0.0,1.0,0.5048808804678732,0.0,0.0,1.1614294011154707,0,-4.827667856013702
1.0,0.6383834812931571,1.0,0.7875086096411369,1.0,1.0,-0.5615787970362156,1.0,1.0,-0.10132628664533565,0,-3.5224527867293203
1.0,0.718431988912196,0.0,-0.8175241934198212,1.0,1.0,-0.512953354516381,1.0,0.0,1.8485193918167775,0,-2.3452474276842463
0.0,2.2606413385310122,0.0,-0.29080463011205965,0.0,1.0,-0.4480281368206286,0.0,0.0,1.066210528186252,0,-4.676392335497835
1.0,0.24873574655880992,0.0,-0.502884655602379,1.0,1.0,-0.5349178645208371,0.0,0.0,-1.292488960023533,1,-3.857262363087215
0.0,0.42194923069915846,1.0,-0.6211937181652627,0.0,1.0,0.676652094557456,1.0,0.0,0.2533990134594097,1,-3.91451780880398
0.0,-0.7493170744731276,1.0,-0.5028427817547689,1.0,0.0,1.4253280972819926,0.0,0.0,-0.2152447578001952,1,-4.579047409147976
0.0,-0.28324355552958036,0.0,0.37108434754015474,0.0,0.0,0.6702176237627568,1.0,1.0,-0.16743781183839218,1,-4.21511027422346
0.0,-0.19563452445802665,1.0,-0.16336104492233763,0.0,0.0,-0.9496826002450651,0.0,1.0,0.04705880967764681,0,-5.150753833009781
1.0,-0.33813697254967245,0.0,-0.16526758856960694,1.0,1.0,1.4176219569151272,1.0,0.0,-1.2045546722174247,1,-2.676924994278063
0.0,-0.07739124697491874,0.0,-1.1770258228446446,1.0,1.0,-0.6408413598644673,0.0,0.0,-1.3159269420963657,0,-4.243745542894407
0.0,-0.42358065955386154,1.0,1.5696669973367616,0.0,0.0,0.5613144712643382,1.0,1.0,0.7732903696226614,0,-4.2472794477556794
0.0,-1.023967116192105,0.0,1.3030701998996754,0.0,0.0,-0.3605763938119096,0.0,1.0,-0.5027718557241456,0,-4.039694711909712
1.0,-0.1607504758132614,1.0,-0.29350863797723137,1.0,0.0,2.2081156909094446,1.0,0.0,0.35205879822833425,1,-4.215293635423694
1.0,1.0316987659784138,1.0,-0.11954446015895072,0.0,1.0,-0.44588638232848943,1.0,0.0,0.5199096848571213,1,-4.0484317102106955
0.0,-1.2228302547409298,0.0,1.6302480294722772,0.0,0.0,-0.24823604511364947,0.0,1.0,0.24523143345275406,0,-4.027135363248996
0.0,-1.080803775858392,1.0,-0.5651418642726368,0.0,0.0,-0.42945675226535285,0.0,0.0,-0.37619673984748275,1,-4.210406735164482
